"BG55","AVG_TEMP"
550250001001,94.4419418247762
550250001002,97.7290697892298
550250002011,96.1484608204208
550250002012,96.2110227319481
550250002021,94.0097485293122
550250002022,101.745433347328
550250002041,101.097047148067
550250002042,98.0981260320684
550250002043,102.69658346744
550250002051,98.3133785008334
550250002052,103.000505731756
550250002053,100.802039794922
550250002054,93.8873593157201
550250003011,105.630478800836
550250003012,109.440153432071
550250003013,101.531185868426
550250003021,97.4163731833062
550250003022,97.5130935753897
550250004011,98.8695407678776
550250004012,98.0197644446726
550250004021,100.667582915268
550250004022,95.5085581138313
550250004061,104.864345236044
550250004062,101.423654676606
550250004071,99.0053900763692
550250004072,100.149065415563
550250004073,95.8404274608141
550250004074,98.428391559167
550250004081,104.145386071315
550250004082,103.951814777041
550250004091,100.959817712046
550250004092,103.097815786674
550250004093,97.2517154319273
550250004101,108.868613220327
550250004102,106.037349571815
550250005011,97.2504819332617
550250005012,99.1700948393418
550250005013,99.1704473140323
550250005014,97.3749437304683
550250005041,99.6315030967063
550250005042,101.111037841249
550250005043,100.564509543141
550250005044,100.853674196283
550250005045,100.09147246899
550250005051,98.7085374096834
550250005052,102.315576398321
550250005061,100.987440547078
550250005062,105.558603481757
550250006001,100.433655929566
550250006002,104.103845397038
550250006003,103.350318671117
550250006004,97.0370782717658
550250007001,94.3457978707528
550250007002,97.3725062515131
550250007003,92.5263628046334
550250008001,97.408611647915
550250008002,93.5793811839258
550250008003,97.7231430158942
550250009011,96.8500241875405
550250009012,98.6792811743343
550250009021,101.374365896451
550250009022,96.1502254654527
550250009023,102.975442362035
550250009024,99.9102929591704
550250010001,95.0883235246658
550250010002,96.4955330374108
550250011011,109.032095283582
550250011012,108.743579554274
550250011013,106.791210693359
550250011014,105.983693035326
550250011021,101.636116863313
550250011022,103.601535804486
550250012001,101.92587763478
550250012002,96.9260105487568
550250012003,98.4357557903353
550250012004,102.866134015737
550250013001,99.1071055214515
550250013002,103.536656407927
550250014011,102.746597171482
550250014012,106.731561674041
550250014013,104.065507118236
550250014014,98.209702608675
550250014021,91.1918791666
550250014022,98.4017488672824
550250014023,104.27320270627
550250014024,89.9544894555037
550250014041,97.6097931249881
550250014042,98.569920443148
550250014043,102.922592302241
550250014051,92.9049512861591
550250014052,94.678692948096
550250015011,95.1212108736797
550250015012,99.657158715033
550250015021,103.858013527741
550250015022,94.4046759512838
550250015023,94.2450309113134
550250015024,98.7508238126566
550250016031,107.850843505859
550250016032,109.225749813748
550250016033,110.413380954549
550250016041,110.507050537109
550250016042,104.393481886843
550250016043,100.637068148526
550250016044,104.922944657175
550250016051,109.686859050305
550250016052,105.56340897671
550250016061,108.706275159167
550250016062,109.578597834661
550250016063,108.585609130859
550250016064,113.737808012831
550250017041,107.364161017923
550250017042,106.635876052212
550250017043,105.029110344275
550250017044,108.095729394289
550250017061,105.017021481919
550250017062,101.113020723783
550250017063,105.741642011624
550250017071,100.674618203606
550250017072,106.261524248266
550250018021,96.8630175635349
550250018022,98.9051403198243
550250018023,107.426444527762
550250018041,102.446248718379
550250018042,105.08095658029
550250018043,104.006154024585
550250019011,105.314008575736
550250019012,98.1382947039299
550250019013,105.073040866539
550250019014,103.720952907873
550250019021,101.573595995222
550250019022,102.664089709867
550250020001,100.217390038275
550250020002,98.0412337734154
550250020003,97.2397764553583
550250020004,100.399186242571
550250021001,102.080152262458
550250021002,100.861762497361
550250021003,102.185475484044
550250021004,104.927727601424
550250022001,101.607517665906
550250022002,99.3575074726824
550250022003,97.1465655716603
550250023011,96.1777983690124
550250023012,93.4256877911166
550250023021,91.9570306322816
550250024011,95.8409873744419
550250024012,96.8193931094402
550250024013,98.189867393286
550250024021,100.116195274921
550250024022,94.6296311223085
550250025001,102.6981915571
550250025002,94.9968662666476
550250026011,100.886116247063
550250026012,102.03957315005
550250026021,97.5099671100741
550250026022,104.233549881293
550250026023,98.2388246490998
550250026024,100.591392503483
550250026031,100.979232554471
550250026032,104.926916896048
550250026033,101.540795958612
550250027001,99.9413217867335
550250027002,98.6681679509099
550250027003,97.5627867203222
550250028001,96.11754620552
550250028002,96.5918443926038
550250029001,98.2038288522133
550250029002,99.88451865556
550250029003,97.2512830488165
550250030011,97.1264558486024
550250030012,95.325492724995
550250030013,98.3339083052653
550250030014,99.2694471722332
550250030015,97.8756871415192
550250030021,97.808700392413
550250030022,98.0538018155957
550250031001,95.8720201450354
550250031002,95.4663154473358
550250031003,95.856557387422
550250031004,96.4707508735732
550250032001,95.5839857887589
550250101001,96.6044779360494
550250101002,93.7243024013174
550250102001,92.6799582911734
550250103001,94.6460298292232
550250103002,101.012084573599
550250103003,95.750897455159
550250104001,99.1652183976953
550250104002,94.6045094313467
550250104003,99.2293629998241
550250105011,95.6209990205506
550250105012,97.4712008388176
550250105031,102.573411281312
550250105032,94.5273697150755
550250105041,97.907108937873
550250105042,100.895102757765
550250106001,94.5050072885406
550250106002,93.3896690861159
550250106003,96.5125135571498
550250106004,95.2348622321557
550250106005,93.2852505958397
550250107011,98.119736493042
550250107012,98.2253661466892
550250107013,101.419323917924
550250107021,97.3930219418734
550250107022,96.8467261303492
550250107023,105.377542319849
550250107024,94.645185580799
550250107025,102.768733152774
550250108011,105.057271342105
550250108012,98.3240145794537
550250108013,104.520673969597
550250108014,98.7996338739803
550250108021,101.140296082276
550250108022,97.999795535439
550250109031,101.623311945773
550250109032,103.040456589034
550250109033,95.2901987700716
550250109051,105.494988417684
550250109052,104.865427129054
550250109053,106.164664595632
550250109054,104.527675823569
550250109061,106.501449881242
550250109062,100.744127693902
550250109071,96.1825600001276
550250109072,93.8803753074077
550250109081,96.8347746745932
550250109082,96.0968778315897
550250110001,100.96325334081
550250110002,98.1993177205727
550250111011,101.211761898548
550250111012,100.911114350389
550250111013,98.6830595744741
550250111014,99.2874192400675
550250111031,91.2679228130508
550250111032,97.2553191949905
550250111033,100.283832850362
550250111034,95.8215290637554
550250111041,98.8222228696558
550250111042,98.9663511020327
550250111043,96.7100778680594
550250112011,91.1881312572494
550250112012,94.4905986794084
550250112021,96.3870734526429
550250112022,95.7634131685779
550250112023,99.8471667682499
550250113011,98.6765045221817
550250113012,94.6923256646175
550250113013,97.1637261495776
550250113021,101.690986368049
550250113022,100.793709513633
550250113023,104.235246539449
550250114031,97.9296859920725
550250114032,101.66006142632
550250114041,107.839606834424
550250114042,99.9082504188193
550250114043,100.683400911981
550250114044,97.0063974319057
550250114051,100.446254806323
550250114052,100.069639185106
550250114053,98.4168934948527
550250114061,103.295064594926
550250114062,102.21683952018
550250114071,91.6148313718192
550250115041,100.248192216176
550250115042,103.210133072569
550250115051,100.542904170109
550250115052,103.674068421798
550250115053,100.880006871598
550250115061,100.005335193187
550250115062,98.9714934724918
550250115063,103.86288315993
550250115071,97.2191930159289
550250115072,97.0903039249899
550250115081,99.472228383458
550250115082,93.6744453839081
550250116001,97.2377237950279
550250116002,100.015769987042
550250116003,98.8456780190659
550250116004,95.2463707885776
550250117001,99.4369141146329
550250117002,101.30159490148
550250118001,100.800953374232
550250118002,100.100217468246
550250118003,101.185119546961
550250118004,99.1432148752761
550250119001,96.3807229844538
550250119002,99.1415481845855
550250119003,102.145499445888
550250119004,102.880464552203
550250120021,101.824368260939
550250120022,100.423145087472
550250120023,98.2343013907123
550250120024,95.9972932897591
550250120031,102.447010676104
550250120032,95.0830001055764
550250120033,101.901523060827
550250120041,95.5098177413297
550250121001,102.800640872971
550250121002,100.993484490221
550250121003,101.681721518202
550250122011,99.8471002144041
550250122021,105.025509816222
550250122022,100.915508171462
550250122023,102.173053668883
550250122024,106.883114069307
550250122025,105.587562390187
550250123001,104.247414689382
550250123002,100.089311493005
550250123003,92.1755077625461
550250123004,98.7758313757147
550250124001,98.971177533891
550250124002,97.7373544663168
550250125011,98.7456916110956
550250125012,101.157557561815
550250125013,99.8878257391726
550250125014,99.1170914300731
550250125021,97.4498833518296
550250125022,102.664547935553
550250125023,97.96589399825
550250126001,98.1217178559163
550250126002,99.2222508961787
550250126003,98.7455938481306
550250127001,93.084645842444
550250127002,94.6751181354244
550250128001,100.954059727474
550250128002,96.6488106202834
550250128003,104.243346388533
550250128004,101.406701832951
550250129001,90.5645409488575
550250129002,88.5794057190849
550250129003,96.0827920075099
550250130001,91.8463935612168
550250130002,94.2448848597126
550250131001,95.2439716216487
550250131002,95.3168973356549
550250131003,92.3138835970093
550250131004,96.2566199404367
550250132011,95.0023681024438
550250132012,94.2746775153894
550250132021,100.617648689747
550250132022,99.7451705338508
550250132023,98.4456120277685
550250133011,100.74970193142
550250133012,103.669647959945
550250133021,93.7842634209363
550250133022,96.8226933626004
550250133023,98.2042515281392
550250137001,98.777400514437
550250137002,93.4338783833536
550250137003,97.1829127044106
